epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
89,1494.97,0.7029,0.4683,1.0315,0.84626,0.68249,0.79835,0.60685,0.95768,1.07353,1.22867,0.00081,0.00081,0.00081
90,1511.87,0.71676,0.48848,1.05225,0.89915,0.72264,0.83395,0.6443,0.88698,0.89976,1.15214,0.000805,0.000805,0.000805
91,1528.29,0.69528,0.46458,1.03148,0.81368,0.72352,0.80289,0.61596,0.95758,0.99383,1.22719,0.0008,0.0008,0.0008
92,1544.68,0.72267,0.47549,1.05402,0.90771,0.72876,0.84776,0.62749,0.98924,0.93098,1.30248,0.000795,0.000795,0.000795
93,1561.06,0.69217,0.45899,1.02374,0.85187,0.77975,0.83899,0.61207,0.97765,0.98068,1.22516,0.00079,0.00079,0.00079
94,1577.39,0.68664,0.46108,1.02822,0.84899,0.76573,0.81966,0.60616,1.02989,0.94922,1.27989,0.000785,0.000785,0.000785
95,1593.99,0.6691,0.44546,1.02852,0.88996,0.75875,0.86206,0.64962,0.94816,0.84028,1.20035,0.00078,0.00078,0.00078
96,1610.39,0.68378,0.44495,1.0232,0.9287,0.69441,0.82942,0.64368,0.9486,0.86322,1.20066,0.000775,0.000775,0.000775
97,1626.58,0.68322,0.45736,1.02554,0.87051,0.73824,0.81534,0.6149,0.9218,0.93584,1.18107,0.00077,0.00077,0.00077
98,1642.38,0.67137,0.44655,1.01869,0.85038,0.77374,0.82815,0.63073,0.91028,0.97047,1.15469,0.000765,0.000765,0.000765
99,1658.71,0.66656,0.44515,1.02525,0.90587,0.76908,0.85505,0.62473,0.98499,0.87396,1.25968,0.00076,0.00076,0.00076
100,1674.45,0.67441,0.45196,1.01914,0.88943,0.77083,0.83995,0.63946,0.94808,0.89787,1.20766,0.000755,0.000755,0.000755
101,1690.23,0.6582,0.44031,1.01153,0.83103,0.79184,0.83906,0.63697,0.94802,0.88076,1.22364,0.00075,0.00075,0.00075
102,1706.04,0.66602,0.45457,1.01896,0.84891,0.76011,0.80999,0.60725,1.00495,1.14794,1.24539,0.000745001,0.000745001,0.000745001
103,1721.76,0.64867,0.43358,1.00989,0.89188,0.76981,0.85268,0.64233,0.90745,0.82679,1.20545,0.000740001,0.000740001,0.000740001
104,1737.45,0.66538,0.44149,1.01553,0.88078,0.80005,0.86339,0.65582,0.93469,0.81,1.20367,0.000735001,0.000735001,0.000735001
105,1753.19,0.65115,0.43177,1.0118,0.8588,0.81761,0.85363,0.62285,0.9806,0.82303,1.21929,0.000730001,0.000730001,0.000730001
106,1768.93,0.65098,0.43761,1.02105,0.85071,0.81941,0.87495,0.64596,0.99495,0.8652,1.25324,0.000725001,0.000725001,0.000725001
107,1784.73,0.64286,0.42917,1.00483,0.89866,0.84143,0.86859,0.63917,0.93865,0.74468,1.22886,0.000720001,0.000720001,0.000720001
108,1801.29,0.63554,0.43002,0.9974,0.84086,0.77329,0.85483,0.64219,0.98955,0.94715,1.25349,0.000715001,0.000715001,0.000715001
